timestamp,engine_id,engine_temp,oil_pressure,fuel_consumption,vibration_level,rpm,engine_load,coolant_temp,exhaust_temp,running_period,fuel_consumption_per_hour,maintenance_status,failure_mode,engine_type,fuel_type,manufacturer
2024-01-07,ENG_001,92.80922718637196,8.0,9436.451985996773,3.8116510462130977,1456.5737850107596,73.68964102565893,88.8127436366583,450.0,154.48114565735588,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Yanmar
2024-01-14,ENG_001,81.13959122053006,7.45584417135391,4967.332297660225,3.4432657948788226,1605.3073367344614,55.87399872866511,76.56079835149482,450.0,89.57771161399876,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-01-21,ENG_001,92.99935914750861,8.0,2293.067960520389,3.9365787675100625,1404.5178587614398,75.312454101387,97.3146762566692,450.0,16.810864823177596,136.40392595144027,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,Diesel,Yanmar
2024-01-28,ENG_001,73.34577768835302,5.967893006618169,2821.6138400964683,3.765656872777745,1370.0346229005127,25.30955012311517,76.13921779007973,449.2962268258714,98.8997476884507,100.0,Critical,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2024-02-04,ENG_001,80.28377263023235,6.442245406582989,5583.910906919269,4.255875026395972,1516.8336460371393,31.758971745148713,82.25117163179557,450.0,130.77046321133955,100.0,Requires Maintenance,Overheating,4-stroke High-Speed,Diesel,MAN B&W
2024-02-11,ENG_001,72.5187046185634,5.592476390053806,1000.0,3.5510649598974444,1502.565728708737,22.713637334632285,71.21054620094736,450.0,15.679124205330835,100.0,Requires Maintenance,No Failure,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-02-18,ENG_001,81.99338412054281,7.221769951991086,2729.056323926954,3.480436925006185,1595.9654070733666,39.519819845795865,77.99414408757931,450.0,29.00644338439508,100.0,Requires Maintenance,Overheating,4-stroke Medium-Speed,Diesel,MAN B&W
2024-02-25,ENG_001,86.74854052408615,7.4181604913105215,1000.0,3.4254910315271747,1446.2708493380514,43.320637381368925,85.9016356835977,450.0,2.0648310741527114,484.3011191171379,Requires Maintenance,No Failure,4-stroke High-Speed,Diesel,Wärtsilä
2024-03-03,ENG_001,80.6190226123046,6.656451065359966,3452.7270726547686,3.7181131493068573,1132.7280432459206,36.28094190643375,80.33895949844647,450.0,99.73363334706414,100.0,Normal,Oil Leakage,2-stroke Low-Speed,HFO,Caterpillar
2024-03-10,ENG_001,88.96283382887279,8.0,7596.819063117215,3.604902881386451,1413.4452232823223,69.72425054911577,85.56817882863095,450.0,148.97137784691193,100.0,Normal,No Failure,2-stroke Low-Speed,Diesel,MAN B&W
2024-03-17,ENG_001,83.43794098577192,6.141197473213973,5133.011114184268,3.9301620565888644,1658.7636934287632,41.40519960161536,79.02897204662605,450.0,112.67143708835272,100.0,Requires Maintenance,Oil Leakage,2-stroke Low-Speed,HFO,Wärtsilä
2024-03-24,ENG_001,84.54273427833712,6.48937682830497,5244.04938964123,3.676927454876003,1440.5247841513788,36.85607058124285,79.35179645912532,450.0,164.98273471528498,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,Diesel,MAN B&W
2024-03-31,ENG_001,80.23261314743966,7.54309865636928,1303.1097704338888,3.8059097272083577,1450.7233194970904,52.56176498949491,82.2047927100712,450.0,10.589653619959943,123.05499473351216,Requires Maintenance,Overheating,4-stroke Medium-Speed,HFO,Yanmar
2024-04-07,ENG_001,79.83991682307175,5.836631426472811,3640.0804128097884,3.1627566086112138,1697.2753011811874,28.45545349848576,76.2238418774627,450.0,151.70418230545135,100.0,Normal,Overheating,4-stroke High-Speed,HFO,Caterpillar
2024-04-14,ENG_001,97.02724974865971,7.532234423552757,8540.7837961333,3.753033405058634,1357.6053545482155,68.13181884524238,97.95548071080752,450.0,136.76347228096236,100.0,Normal,No Failure,2-stroke Medium-Speed,HFO,Yanmar
2024-04-21,ENG_001,80.21019640261946,6.069703948520089,1931.0297640395509,2.903002726976289,1191.43935635142,24.473038620786248,79.01679684239771,450.0,52.79257544391683,100.0,Critical,Mechanical Wear,2-stroke Low-Speed,Diesel,Wärtsilä
2024-04-28,ENG_001,94.05273559214545,8.0,9869.761713635051,3.8495948296127316,1467.8737760949011,79.21321619603104,95.82164931847386,450.0,163.5524607086583,100.0,Normal,Mechanical Wear,4-stroke Medium-Speed,HFO,Wärtsilä
2024-05-05,ENG_001,93.0990933808343,8.0,2130.307532643361,4.140071064909274,1403.1652097502526,66.33468615779944,94.10656691674136,450.0,48.37354169279773,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-05-12,ENG_001,81.83936454812851,6.322503102999831,4287.7427244399405,3.8419221479518475,1306.7507360493491,31.922940892050345,81.14355229445465,450.0,149.4031936031407,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,HFO,MAN B&W
2024-05-19,ENG_001,79.86740365402392,6.383174270181604,3566.246177169616,3.499960019531558,1464.9243088202618,20.331327027416144,80.25876392965156,450.0,147.9657609484638,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,HFO,Mitsubishi
2024-05-26,ENG_001,80.55864765727229,8.0,9381.745521048742,3.8173252680673837,1598.3011294493567,68.92768570729005,80.22763933214215,450.0,127.28647958929938,100.0,Requires Maintenance,No Failure,4-stroke Medium-Speed,HFO,MAN B&W
2024-06-02,ENG_001,80.95615152094078,8.0,5529.4361974391395,4.349615349859914,1498.142287686437,62.41144063085703,79.11011006904157,450.0,94.66303960055912,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2024-06-09,ENG_001,94.14627477215396,8.0,2535.560614039391,3.743025217966362,1561.3962145372475,63.74043008245924,97.08652312852755,450.0,20.160461935637194,125.76897405100316,Critical,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2024-06-16,ENG_001,82.35647035953983,7.4145607924655,3625.7000978422266,3.7533970303204076,1862.6815397030846,66.27622080115674,81.08724909981383,450.0,89.3712513954117,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Yanmar
2024-06-23,ENG_001,79.34049690980966,6.257226881413644,3685.065827241783,3.669083795259733,1431.4242276884872,24.44267910404542,79.07994647105522,450.0,59.941770950029,100.0,Normal,Oil Leakage,2-stroke Low-Speed,HFO,Yanmar
2024-06-30,ENG_001,80.69213483363545,6.568500315147957,5525.201733873635,3.830234513361942,1555.6697269289339,41.507943712656356,76.44675953466293,450.0,133.0924615700991,100.0,Normal,Oil Leakage,4-stroke High-Speed,Diesel,MAN B&W
2024-07-07,ENG_001,73.10469684347235,5.985854624044386,3196.618539109258,3.305827326177412,1398.157327480173,26.952143571507783,73.9268306550068,450.0,127.36570669146994,100.0,Normal,Mechanical Wear,2-stroke Low-Speed,Diesel,Caterpillar
2024-07-14,ENG_001,93.28411045149805,8.0,9120.95354801186,3.9132936524075292,1330.7280560226054,71.78620555253562,91.45236566006167,450.0,152.9829012385977,100.0,Critical,Overheating,4-stroke High-Speed,Diesel,Caterpillar
2024-07-21,ENG_001,88.22453380147888,7.7004305648081015,1000.0,3.8981361074102896,1383.018469316446,57.39788760965347,86.79398782400517,450.0,2.4914672885269225,401.3699094525335,Normal,Mechanical Wear,4-stroke High-Speed,Diesel,MAN B&W
2024-07-28,ENG_001,92.50787770782958,7.063473708005845,4012.562663895858,3.6617666100749657,1404.2482856956624,39.85388149115895,89.98919512517625,450.0,135.92934042627175,100.0,Critical,Overheating,2-stroke Medium-Speed,Diesel,Caterpillar
2024-08-04,ENG_001,74.01999428246899,6.54225320906788,5414.015844547402,3.661764276415701,1571.8951595094252,23.813501017161418,73.64800493880394,450.0,157.66162492494436,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,HFO,MAN B&W
2024-08-11,ENG_001,88.79823239122778,6.749079173509004,3612.0124015921056,3.719782513231481,1969.8151573401515,38.65893930293973,82.7788145461168,450.0,132.6024754501692,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-08-18,ENG_001,83.61541436840302,7.1733987193842434,1000.0,3.731379162860344,1356.7913127448319,39.51099932160482,85.6624854071428,450.0,21.872669258221606,100.0,Requires Maintenance,Overheating,2-stroke Low-Speed,Diesel,MAN B&W
2024-08-25,ENG_001,85.8278018023716,8.0,1000.0,3.851368527716277,1416.6749388769076,63.77637070028384,85.71180747833391,450.0,13.654889613269141,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Rolls-Royce
2024-09-01,ENG_001,91.47226677198006,8.0,1000.0,3.6846790250410972,1487.3753973777505,58.253448281312785,90.07040996837344,450.0,3.502000287693736,285.5510901909594,Critical,Oil Leakage,2-stroke Medium-Speed,HFO,MAN B&W
2024-09-08,ENG_001,94.79852188864363,8.0,6703.7211210569985,3.948142101746788,1579.1597697419495,73.23276455457959,90.15382989127087,450.0,105.62919793911593,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,HFO,Rolls-Royce
2024-09-15,ENG_001,84.67908512720533,7.37718143759857,5679.2270070081295,3.730313485515323,1552.710162390957,48.33289550971696,85.97828518664524,450.0,105.78500551246107,100.0,Critical,No Failure,4-stroke Medium-Speed,HFO,Mitsubishi
2024-09-22,ENG_001,79.48417320909255,6.171582513815451,3494.1192181046054,3.2165526258394093,1756.8191587896235,27.1756547562981,77.58119052820732,450.0,165.80150398865968,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,HFO,Rolls-Royce
2024-09-29,ENG_001,85.85347101478625,8.0,2486.003266403762,3.444309891309298,1014.7215858929583,62.7946872333797,89.77173162553119,450.0,66.87125324948808,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,HFO,Caterpillar
2024-10-06,ENG_001,85.56519524883161,7.890611081677755,3720.26071725698,3.687249696828407,1022.6140259608654,65.64710291701385,87.02415213582096,450.0,55.76025586277945,100.0,Critical,Mechanical Wear,4-stroke High-Speed,Diesel,MAN B&W
2024-10-13,ENG_001,89.90020042536385,7.2425329496367326,4948.91408265882,3.3318811907240273,1400.8243655979702,53.67663185416978,94.50416749142522,450.0,104.90338776697793,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,HFO,MAN B&W
2024-10-20,ENG_001,88.75771211761572,8.0,8854.835281855016,3.8363332281827334,1719.4600375087418,66.25803079727366,89.16862223998145,450.0,138.70225698127578,100.0,Normal,Mechanical Wear,4-stroke High-Speed,Diesel,Wärtsilä
2024-10-27,ENG_001,84.48790574331356,6.939785947500871,6293.743675990303,4.305106048169637,1186.8703936788806,49.62773578186344,87.72137402680002,450.0,157.3780235198643,100.0,Critical,Overheating,4-stroke High-Speed,Diesel,Mitsubishi
2024-11-03,ENG_001,86.80829890859727,7.408639443297031,5784.064360452006,3.1240989542134625,898.4735320612485,51.363969762919645,88.19661204449191,450.0,134.92485991807848,100.0,Normal,No Failure,2-stroke Low-Speed,Diesel,Rolls-Royce
2024-11-10,ENG_001,85.02218005437294,7.790294448211148,2968.4092409921245,3.6484983778419218,1614.2358812438417,45.652461101512976,83.66923581776155,450.0,71.6812287434552,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,MAN B&W
2024-11-17,ENG_001,69.31091192652339,5.899906982730482,2425.798192211349,3.2395020148581093,1548.7314447405429,21.52514760464571,70.0,450.0,106.66559153242677,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2024-11-24,ENG_001,84.37330611815378,6.738044507822701,3154.182554000534,3.3706530143300393,1281.9583186401142,26.473485619598268,81.87134731877697,450.0,143.85828688830765,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Rolls-Royce
2024-12-01,ENG_001,77.1716361018646,5.798764696696782,1388.457283716825,3.1258280483994536,1302.892079855814,21.885751141204054,83.37797440078772,450.0,82.42242763637223,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,MAN B&W
2024-12-08,ENG_001,86.4421210886373,7.383649430616245,1000.0,3.661898937807071,1306.0512560730651,58.184624675826825,86.13952575952105,450.0,36.40335614250597,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,HFO,Mitsubishi
2024-12-15,ENG_001,83.81263768522261,6.14565501577857,1000.0,3.434103009848222,1522.107063494788,38.8613588645796,83.89126855977857,450.0,28.51353787764266,100.0,Critical,Overheating,4-stroke High-Speed,HFO,Yanmar
2024-12-22,ENG_001,86.33698340903896,8.0,1216.2942140135085,4.009049231991469,1374.7369447633987,50.514241469882165,87.50694099393952,450.0,0.02650108911353044,800.0,Normal,Oil Leakage,2-stroke Low-Speed,Diesel,MAN B&W
2023-01-01,ENG_002,96.17150997811818,8.0,8537.37736460874,4.068437387569072,1598.812783795104,74.45398843556558,92.91067400516799,450.0,120.66398315685575,100.0,Normal,No Failure,2-stroke Low-Speed,Diesel,Rolls-Royce
2023-01-08,ENG_002,83.17717848543445,7.121469982509171,1000.0,3.01322087410992,929.0746674191217,34.9575337489325,87.14129180243418,450.0,18.664331086126403,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,Wärtsilä
2023-01-15,ENG_002,86.97612375962268,6.731175255710198,3261.869031792171,3.862783524458406,1328.62962697444,44.62297538213778,83.90013510731853,450.0,40.96496874891799,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,Diesel,MAN B&W
2023-01-22,ENG_002,96.35489002241245,8.0,3086.877810140832,3.5032453022256904,1274.78920781779,65.33306831258292,92.60047833532826,450.0,50.04322369582928,100.0,Normal,Overheating,4-stroke Medium-Speed,HFO,Yanmar
2023-01-29,ENG_002,84.53648972370407,7.789785858782418,1702.3714526282179,3.092420774784229,1448.7318643255016,33.72788992949735,84.03691768559499,450.0,94.14381650297707,100.0,Normal,Overheating,4-stroke High-Speed,Diesel,Yanmar
2023-02-05,ENG_002,76.58320727527547,5.38767469964121,1000.0,3.4414704238184197,1392.3904483019724,24.618794589727578,72.74531478190671,450.0,66.85682258568923,100.0,Normal,Overheating,4-stroke Medium-Speed,Diesel,Wärtsilä
2023-02-12,ENG_002,75.60102037206366,6.326876141661897,5108.194985876368,4.2758145770398315,1659.5687559791534,37.38508717482608,80.28684198063779,450.0,113.34523065989119,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,HFO,Caterpillar
2023-02-19,ENG_002,87.24097283559466,6.870229793663626,1000.0,2.8124998565116304,1128.1326456679885,29.673277235240263,86.54886302654549,450.0,9.347294767222056,106.98282496735601,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Caterpillar
